Distance (µm),Fe Wt%,Cr Wt%,Ni Wt%,Mn Wt%,Pb Wt%
0.217362906,71.66513,18.48061,9.854259,0,0
0.217585158,75.46749,15.14016,7.065702,2.326651,0
0.217807411,70.26769,20.88711,8.845195,0,0
0.218029663,75.87731,10.43547,9.955652,3.731569,0
0.218251916,74.12773,11.84774,9.229346,0.800958,3.994224
0.218474168,79.9355,7.482007,11.00444,1.57805,0
0.218696421,65.87097,20.80059,7.934017,0.59806,4.796355
0.218918673,69.32359,18.09166,11.44399,1.110505,0.030249
0.219140926,71.03822,18.04888,6.740899,4.12969,0.042316
0.219363178,76.92214,13.07137,5.19063,2.381903,2.433954
0.219585431,74.19686,14.84922,10.43996,0.513952,0
0.219807683,67.77058,15.02874,6.545769,3.125387,7.529532
0.220029936,71.57812,9.442321,9.975038,4.032545,4.971977
0.220252188,62.17968,20.24798,11.27422,5.239512,1.058609
0.22047444,68.20835,21.43645,6.46501,3.89019,0
0.220696693,76.91704,11.79264,6.995846,0.237759,4.056711
0.220918945,63.70425,17.18099,14.8757,1.906774,2.332295
0.221141198,71.12823,17.83339,7.062295,1.366706,2.60937
0.22136345,76.01208,10.85712,9.646811,0.294631,3.189364
0.221585703,72.49229,14.0908,10.9626,1.96284,0.491469
0.221807955,69.49924,17.12597,10.79657,2.578228,0
0.222030208,76.77161,18.12136,3.282226,1.41746,0.407344
